rank,company,city,state,industry,employees,score,tier,aide_target,angle,intent_topics,description,acct_num,score_intent,score_industry,score_ai,score_emp,score_acct
46,Forward Service Corp.,Madison,Wisconsin,Business Services,312,49,S-Tier,YES,AI Infrastructure,App Analytics Companies; Generative AI; Data Center Migration; Autonomous Intelligence and Agentic AI,"Forward Service Corporation is dedicated to helping individuals achieve their career goals by providing supportive services such as transportation, education, and cash assistance. They focus on overcoming obstacles to meaningful employment and aim to connect clients with stable, high-paying careers. Serving job seekers across Wisconsin, they offer personalized career planning and resources to ensure success. Their commitment extends to celebrating client achievements and providing ongoing support throughout the employment journey.",371316853,28,8,6,2,5
47,Helm Group,Freeport,Illinois,Construction,770,49,S-Tier,YES,AI Infrastructure,Enterprise Contact Center; Cloud Computing; Generative AI; Environmental Regulations; Advanced Analytics; Databases; Autonomous Intelligence and Agentic AI; File Servers; Artificial Intelligence,"Founded in 1946 in Freeport, Illinois, the roots that have formed their values are literally in the heartlands rich soil. As they have grown and evolved into one of the most technically skilled construction companies in the Midwest, they have stayed true to those hard-working values. They are unabashedly proud of them, as they are the breadth and strength of their companys capabilities and the diversity of their teams skills. Since Helms early days in the mid-20th Century, our world has been in a rapid state of change, driven largely by technologys unrelenting advance. During that time, their progress has been fueled by their equally unrelenting commitment to operating beyond the leading edge of technology where we search for more accuracy, better collaboration, higher efficiency, the highest quality, the best safety record in the business and growth.",54775217,35,0,6,3,5
48,Valuation Research,Chicago,Illinois,Business Services,300,49,S-Tier,YES,AI Infrastructure,Generative AI; Environmental Regulations; Autonomous Intelligence and Agentic AI; Advanced Threat Protection (ATP),"Valuation Research Corporation (VRC) is a full-service, independent, global valuation firm focusing exclusively on valuations and advisory services.",40584280,28,8,6,2,5
49,Heartland Business Systems LLC,Little Chute,Wisconsin,Business Services,700,48,A-Tier,YES,AI Infrastructure,Enterprise Contact Center; End-to-End Encryption; Fraud Protection; Amazon Web Services (AWS); Environmental Regulations; Energy Storage; Advanced Analytics; Databases; Autonomous Intelligence and Agentic AI,"Heartland Business Systems is a full-service information technology solutions provider that operates within the broader digital transformation and IT services sector, delivering comprehensive technology, cybersecurity, and consulting services to organizations across multiple industries. Headquartered in the United States, the company has built a strong reputation as a trusted technology partner, helping clients align their IT infrastructure and digital strategies with broader business objectives. The organizations core mission is centered on enabling businesses and institutions to achieve measurable outcomes through the effective use of technology. By combining strategic consulting with hands-on implementation, Heartland Business Systems supports clients throughout their entire technology lifecycle. Its offerings encompass infrastructure modernization, cloud enablement, cybersecurity, application development, and managed IT services, allowing organizations to enhance operational efficiency, improve collaboration, and maintain secure digital environments.",48466181,28,8,4,3,5
50,Lyric Opera of Chicago,Chicago,Illinois,Organizations,586,48,A-Tier,YES,AI Infrastructure,Generative AI; Environmental Regulations; Data Center Migration; Autonomous Intelligence and Agentic AI; Artificial Intelligence,"Founded in 1954, the Lyric Opera of Chicago is headquartered in Chicago, Illinois. They present international singers, conductors, directors, and designers in classic operatic repertoire and in world-premiere productions.",69011796,34,0,6,3,5
51,Poly-Wood,Syracuse,Indiana,Manufacturing,1375,48,A-Tier,YES,AI Infrastructure,App Analytics Companies; Fraud Protection; Environmental Regulations; Autonomous Intelligence and Agentic AI; Advanced Threat Protection (ATP),"POLYWOOD Outdoor is a company that operates in the Furniture industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Syracuse, Indiana.",30819126,20,15,4,4,5
52,Rose Paving LLC,Bridgeview,Illinois,Construction,400,48,A-Tier,YES,AI Infrastructure,Enterprise Contact Center; Digital Transformation; Endpoint Protection; Amazon Web Services (AWS); GitHub; Autonomous Intelligence and Agentic AI; Dropbox; Big Data Software; Generative AI,"Rose Paving Company leads in providing complete parking lot management solutions to commercial and industrial properties nationwide. Through strategic business units (SBUs), unique in the industry, Rose Paving is able to offer an expert approach to parking lot management for each situation or circumstance in a specific region. Rose Paving performs all services related to paving including asphalt patching and repair; asphalt resurfacing; advanced sealcoating; hot cracksealing; installation and repair of concrete curbs, walks and pads; storm sewer repair and installation; lot marking; and green paving solutions. Established in 1974, Rose Paving Company has three decades of leadership and an impressive, nationwide customer base. Rose Paving is a privately held company that maintains its corporate headquarters in Bridgeview, Illinois",91357921,35,0,6,2,5
53,Shoe Sensation Inc.,Jeffersonville,Indiana,Retail,2286,48,A-Tier,YES,AI Infrastructure,Cloud Computing; Cloud Storage; Generative AI; GitHub; Cloud Data; Amazon Web Services (AWS); Environmental Regulations; Enterprise Contact Center; Energy Storage; Enterprise Infrastructure; Advanced Threat Protection (ATP); Artificial Intelligence,"Founded in 1984, Shoe Sensation is a family-owned chain of shoe stores for women, children, men and athletic purposes under a variety of brand names.",102629753,35,0,4,4,5
54,Archdiocese of Milwaukee,Milwaukee,Wisconsin,Organizations,95,47,A-Tier,YES,AI Infrastructure,End-to-End Encryption; Generative AI; Amazon Web Services (AWS); Environmental Regulations; Autonomous Intelligence and Agentic AI; Energy Storage; Dropbox; Big Data Software,"The Archdiocese of Milwaukee provides spiritual resources and support to deepen the faith of its community through various ministries, workshops, and events. It serves Catholic parishes and schools, offering educational opportunities and vocational guidance while promoting a caring community for those in need. The organization is dedicated to maintaining safe environments, particularly for children, and encourages individuals to contribute their time and talents to the Church's mission. With a focus on fostering a relationship with Jesus, the Archdiocese invites all to explore and embrace the beauty of Catholicism.",6836019,35,0,6,1,5
55,Community Hospital Of Bremen,Bremen,Indiana,Hospitals & Physicians Clinics,170,47,A-Tier,YES,AI Infrastructure,Generative AI; Energy Storage; Autonomous Intelligence and Agentic AI,"Founded in 1948, Community Hospital of Bremen is a not-for-profit, 25-bed Critical Access Hospital serving the healthcare needs of Bremen and the surrounding communities. We are dedicated to providing high quality, compassionate care to the patients we serve. With the opening of our new facility in 2006, our motto ""Our family caring for yours"" is our pledge to offer the highest level of care by competent, caring physicians and staff.",5000031754,26,8,6,2,5
56,Jewish United Fund of Metropolitan Chicago,Chicago,Illinois,Organizations,375,47,A-Tier,YES,AI Infrastructure,Generative AI; Environmental Regulations; Database Solutions; Energy Storage; Autonomous Intelligence and Agentic AI; Compliance; Docker,Jewish United Fund/Jewish Federation of Metropolitan Chicago operates as a non-profit organization. The Organization provides human services to jews community. Jewish United Fund/Jewish Federation of Metropolitan Chicago serves customers in United States.,131434293,34,0,6,2,5
